"Label","LOAN","MORTDUE","VALUE","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"0",24300,236390,262210,6,0,0,243.07790007,2,50,36.906664969
"0",24300,NA,144123,NA,NA,NA,NA,NA,NA,15.529230143
"0",24300,55579,98320,1,0,0,187.02181081,0,26,33.473373585
"0",24300,21660,48475,26,0,0,102.78283553,0,10,23.247958281
"0",24300,123686,153184,4,0,0,298.28291333,0,25,36.336564389
"0",24300,NA,60628,23,0,0,145.29273612,0,9,22.984818991
"0",24300,42276,68775,24,0,0,309.68358561,2,31,32.746506891
"0",24400,110177,145000,5,NA,NA,293.23652482,2,36,NA
"1",24400,119000,144400,33,0,2,229.3,7,36,NA
"1",24400,88000,119100,12,0,0,84.233333333,5,19,NA
"0",24400,237543,261393,3,1,0,254.51744803,2,50,37.90658567
"1",24400,69873,101484,15,0,6,225.7525542,0,29,NA
"0",24400,50317,71327,6,0,0,45.485801767,1,18,37.014140786
"0",24400,87838,104468,6,NA,NA,NA,NA,NA,30.280354844
"0",24400,119111,154860,3,0,0,296.93039006,0,25,38.493132607
"0",24400,147073,182069,2,0,0,173.71494662,0,35,37.81236793
"0",24400,26366,54775,13,0,0,101.63623493,2,24,29.095881268
"0",24400,NA,59888,NA,0,0,288.2296811,0,19,38.581332837
"0",24400,NA,28900,24,0,0,81.166666667,2,15,NA
"0",24400,109253,158257,17,0,0,193.96528716,0,25,34.594492544
"0",24400,93411,140031,6,0,0,177.51124938,0,32,31.027335916
"0",24400,65233,96473,15,0,0,80.098690968,1,17,35.442946765
"0",24400,91316,147837,23,0,0,170.05674853,0,24,42.668454647
"0",24400,80065,118423,8,0,1,126.54274617,0,18,26.273908099
"0",24400,61260,103842,1,0,0,179.5402847,0,26,33.590455142
"0",24400,217533,289931,6,NA,3,471.88752664,NA,55,31.337807889
"0",24400,112178,159638,17,0,0,197.96955851,0,26,33.130175892
"0",24400,95843,123377,2,0,0,201.97675616,1,26,32.903468132
"0",24500,33537,57048,14,0,0,99.376132515,1,24,28.495004812
"0",24500,NA,149489,NA,NA,NA,NA,NA,NA,15.443486052
"0",24500,21470,52228,25,0,0,124.55994931,0,11,23.888121681
"0",24500,80072,107559,18,0,0,194.87746019,0,12,39.210169634
"0",24500,118251,158758,2,0,0,282.64992165,0,24,38.844801954
"0",24500,69615,94656,7,0,1,136.55562165,3,26,35.565296678
"0",24500,134188,171658,5,1,0,219.16757792,0,20,34.986140572
"0",24500,67336,96060,8,0,1,142.34424975,3,25,35.979856239
"0",24500,62490,97467,14,0,0,96.972678724,1,17,34.975655027
"1",24500,95736,134000,1.5,0,1,122.5,2,20,NA
"0",24500,52000,84915,0.4,0,1,93.166666667,0,23,NA
"0",24500,216787,281351,5,NA,4,473.81398606,NA,55,31.201174854
"0",24500,NA,51623,NA,NA,NA,91.862388359,NA,12,28.879570662
"0",24500,82756,122917,11,0,1,108.65014117,0,18,26.127436677
"0",24500,123319,159934,2,0,0,300.62518954,0,25,37.786175201
"0",24500,NA,35543,21,0,0,83.111988152,1,15,29.855633501
"0",24600,113034,165176,15,0,0,194.84216401,0,26,32.770147929
"0",24600,83099,113245,9,0,1,122.74921636,0,19,28.125731087
"0",24600,71862,94704,1,0,0,93.261713389,2,29,35.290583198
"0",24600,41300,61700,19,0,0,181.63333333,2,22,NA
"0",24600,135278,164559,5,1,0,225.36684849,0,20,34.079157691
"0",24600,NA,146804,NA,NA,NA,NA,NA,NA,17.263534849
"1",24600,75636,112956,1,1,0,318.54616542,3,42,NA
"0",24600,221331,289991,5,NA,4,474.0270741,NA,55,31.463384548
"0",24700,55435,89663,7,0,0,252.62206943,2,26,34.741847932
"0",24700,149235,178454,5,0,0,324.13778352,0,34,38.709991448
"0",24700,111107,163926,15,0,1,170.62943141,1,26,32.934291806
"0",24700,23231,54024,24,0,0,118.15409152,0,11,23.265224918
"0",24700,109377,133116,10,1,0,184.35578292,5,17,40.202630102
"1",24700,79347,108238,0,1,0,45.62588779,6,49,46.996034289
"0",24700,53925,83056,4,0,0,251.1883928,2,25,34.889241727
"0",24700,44306,74197,5,0,0,73.715250636,1,18,35.441570262
"0",24700,98900,115052,23,0,0,239.42607378,1,26,41.700530781
"0",24700,77022,112172,9,0,1,306.87107786,2,28,30.120041947
"0",24800,NA,59934,NA,0,1,305.68234683,0,18,38.029738357
"0",24800,NA,63753,NA,0,0,300.7572856,0,19,40.134476763
"0",24800,144410,211936,3,0,0,195.07035954,1,28,38.926156879
"0",24800,109084,140355,11,2,0,183.79525849,5,18,40.604795833
"0",24800,NA,45167,NA,NA,NA,84.735617935,NA,12,28.457018931
"0",24800,98139,121696,3,0,0,208.52326694,1,27,32.64426513
"1",24800,132000,165000,19,0,0,187.66666667,4,35,NA
"1",24800,37200,67000,10,1,8,242.46666667,4,23,NA
"0",24800,82670,106563,8,0,0,302.98443202,2,28,30.956485836
"0",24800,43287,72898,8,0,0,87.01103562,1,18,34.0310957
"1",24800,76220,102087,6,0,1,126.64101955,0,32,48.569574037
"0",24800,64537,93212,7,1,1,120.35142038,4,25,34.686088674
"0",24900,46116,77519,9,0,0,120.08355192,1,19,42.929509267
"0",24900,60778,94374,5,0,0,232.1188078,1,20,34.92549001
"0",24900,17139,33269,16,3,0,124.19682654,1,18,26.275832415
"0",24900,134427,169444,7,1,0,202.44732613,0,19,35.349211904
"0",24900,89530,146815,19,1,0,164.77031037,1,25,39.345858588
"0",24900,92168,143484,6,0,0,159.58344207,0,31,34.145871345
"1",24900,62191,83694,3,0,0,55.937512295,0,14,62.110721871
"0",24900,51155,83000,9,1,1,139.03333333,3,30,NA
"0",24900,139241,171296,6,1,0,220.68715833,0,19,35.591655668
"1",24900,77000,115006,10,0,0,293.23333333,0,36,NA
"0",24900,NA,48291,NA,NA,NA,94.078377582,NA,12,25.617845725
"1",25000,74800,105000,10,0,5,163.3,2,46,NA
"0",25000,NA,60685,NA,0,0,311.93588947,0,19,39.421713903
"0",25000,60504,93907,1,0,0,99.993715323,0,23,33.490354241
"0",25000,95651,148280,21,1,0,154.5654328,0,24,42.695331274
"1",25000,47032,75957,9,0,7,259.46652785,3,22,40.787975749
"0",25000,NA,62619,26,0,0,112.96748332,0,8,21.263805377
"0",25000,109000,175000,17,0,0,298.33333333,1,31,NA
"0",25000,94000,125000,11,0,1,151.13333333,0,29,NA
"0",25000,99348,2e+05,23,0,0,199.83333333,0,19,NA
"0",25000,149000,202500,11,0,0,256.66666667,2,34,NA
"0",25000,177000,226000,0.4,0,0,305.13312531,1,33,NA
"0",25000,136375,236250,29,0,0,354.1,1,19,NA
"0",25000,23900,55700,2.5,0,0,116.63333333,2,7,NA
"0",25000,19600,71000,NA,2,2,93.333333333,2,26,NA
"0",25000,145000,185000,2,0,0,176.5,1,17,NA
"0",25000,57459,96000,16,0,1,133.76666667,0,30,NA
"0",25000,188545,241279,9,0,0,102.5,2,26,NA
"0",25000,84000,120000,1.5,0,0,188.76821306,2,25,NA
"0",25000,94000,141750,22,0,0,209,0,13,NA
"0",25000,77590,108290,10,0,1,396.73333333,0,45,NA
"0",25000,126462,207200,10,0,0,239.8,3,27,NA
"0",25000,89000,122000,0,1,0,193.8,3,38,NA
"0",25000,199000,236200,8,0,0,133.36666667,1,42,NA
"0",25000,140000,183600,12.6,0,1,148.13333333,0,37,NA
"0",25000,22800,49523,36,0,0,281.06666667,1,24,NA
"0",25000,NA,113000,9,1,0,168.4,0,27,NA
"0",25000,65000,99000,12,0,0,283.06666667,1,33,NA
"0",25000,42632,71000,24,NA,1,284.93333333,1,30,NA
"1",25000,70150,NA,4,2,NA,104.53333333,0,7,NA
"0",25000,71700,122500,0,0,0,303.4,1,24,NA
"0",25000,69300,111800,5,0,0,95.366666667,2,32,NA
"0",25000,127491,178453,1,NA,NA,120.4,NA,39,NA
"0",25000,65700,93400,10,0,0,149.16666667,0,21,NA
"1",25000,98500,130000,5,0,1,201.83333333,4,43,NA
"1",25000,46451,89600,10,1,2,95.366666667,2,15,NA
"1",25000,71081,112500,3,2,0,87.2,1,27,NA
"1",25000,NA,NA,22,0,2,203.2,0,23,NA
"1",25000,26743,57000,2,0,0,90.6,3,19,NA
"1",25000,110048,NA,1,0,1,126.4,2,24,NA
"1",25000,110676,NA,8,2,0,119.36666667,0,6,NA
"1",25000,184000,232760,4,0,4,230.1,2,44,NA
"1",25000,160000,220000,7,0,6,228.06666667,2,35,NA
"1",25000,82000,128325,NA,0,1,10.133333333,NA,41,NA
"1",25000,95000,127000,15,1,2,296.2,2,27,NA
"1",25000,105750,141000,15,1,2,305.36666667,2,14,NA
"1",25000,NA,72970,1.8,4,0,198.8,0,18,NA
"1",25000,117500,165000,17.5,0,3,239.4,1,27,NA
"1",25000,123184,2e+05,12,0,1,160.3,1,32,NA
"1",25000,90000,128000,10,1,1,73.033333333,5,40,NA
"1",25000,NA,48700,11,0,3,41.566666667,3,6,NA
"1",25000,101250,135000,3,0,0,301.3,4,46,NA
"1",25000,175225,211000,13,1,2,148.13333333,4,53,NA
"1",25000,86000,NA,14,1,0,144.03333333,2,40,NA
"1",25000,59000,34000,10,4,2,125.83333333,7,23,NA
"1",25000,106282,167500,14,2,4,198.86666667,2,28,NA
"1",25000,68000,NA,8,NA,1,134.76666667,3,33,NA
"1",25000,191600,231000,NA,NA,3,106.8,1,27,NA
"1",25000,59841,108620,20,0,0,101.46666667,0,4,NA
"1",25000,132000,165000,10,0,0,196.83333333,1,29,NA
"1",25000,122000,151200,1,1,6,262.33333333,3,30,NA
"1",25000,104000,188500,0.7,0,11,194.8,1,14,NA
"1",25000,86000,120000,6,2,1,105.53333333,8,16,NA
"1",25000,11300,154340,19,1,5,119.66666667,1,21,NA
"1",25000,39000,72500,3,0,1,114.66666667,3,22,NA
"1",25000,112000,157000,5.5,0,0,63.9,3,9,NA
"1",25000,103700,172762,4,0,0,NA,0,0,NA
"1",25000,75110,114208,3,2,0,83.052647472,1,27,45.743949059
"0",25000,NA,45764,NA,NA,NA,107.14476083,NA,12,27.779905337
"0",25000,135501,184613,0,NA,NA,119.53052541,NA,39,30.65881623
"0",25000,NA,35000,10,1,NA,88.933333333,NA,14,NA
"0",25000,83624,116976,9,0,0,129.54959324,0,19,29.427733682
"0",25000,72077,104294,1,NA,NA,232.05112346,4,24,40.645479766
"0",25000,36108,84365,23,0,0,248.85150089,0,7,26.027040254
"0",25100,85337,104607,6,NA,NA,NA,NA,NA,27.950475129
"0",25100,28778,50872,28,0,0,304.19515319,NA,12,31.599464331
"0",25100,147622,187441,3,0,0,170.48072082,0,16,41.52143161
"0",25100,77088,111568,7,0,0,288.00802523,2,29,32.550837642
"0",25100,21490,71571,NA,1,1,101.92513294,1,25,30.444119256
"0",25100,28244,48375,28,0,0,303.09508449,NA,13,31.688818252
"0",25100,46614,69750,17,0,0,193.25257944,1,22,33.715351649
"0",25100,NA,59783,NA,0,0,307.74973593,0,19,39.277021984
"0",25100,65633,100776,15,0,1,141.93813032,0,29,40.62020969
"0",25100,41314,71357,19,0,0,183.6314283,1,22,33.665534117
"0",25100,58042,98964,16,0,1,125.79586391,0,29,38.372223501
"0",25100,26889,47061,28,0,0,318.90133251,NA,13,31.32456596
"0",25100,118559,150172,4,NA,NA,279.19802143,1,37,42.987979461
"0",25100,26211,42517,28,0,0,313.33622787,NA,12,31.295069566
"0",25100,96627,128022,1,0,0,197.63347142,3,37,35.980542351
"0",25100,66938,92544,8,1,1,135.66507023,4,26,34.565876305
"0",25100,23269,75668,NA,2,1,73.317884984,2,25,28.165930143
"0",25100,143881,243809,27,0,0,353.99083647,1,18,39.87670703
"0",25100,73398,115065,5,0,0,88.606337474,2,31,42.050244454
"0",25100,44639,75412,22,NA,1,284.91367043,0,29,39.518017085
"0",25100,24205,54464,25,0,0,116.44076966,0,11,22.459369364
"0",25100,137489,168216,7,1,0,211.20898093,1,20,34.767948845
"0",25100,108235,201918,24,0,0,199.48646366,0,19,23.652339813
"0",25200,94712,127247,8,0,0,166.82201,0,30,39.025926424
"0",25200,55283,103324,0,0,0,181.45136816,0,26,32.923860468
"0",25200,63258,100392,0,0,0,194.70131583,0,25,35.274460982
"0",25200,22773,72541,NA,1,2,92.583557,1,26,30.420914823
"0",25200,51789,75569,25,NA,1,281.9286846,1,30,40.874619093
"0",25200,26255,50963,24,0,0,302.43122405,NA,12,31.258328648
"0",25200,137054,207511,4,0,0,188.57465948,0,27,39.963887657
"0",25200,NA,68083,26,0,0,128.42308654,0,8,21.05500114
"0",25200,75037,102227,9,0,0,148.72977821,0,21,37.239696741
"0",25200,73168,93608,9,0,0,151.12147952,0,21,35.590326769
"0",25200,55823,90658,0,0,0,85.314143075,0,22,35.571294933
"0",25200,69510,90781,6,0,1,143.83135388,4,25,35.326912601
"0",25200,74038,114722,9,0,1,304.00415592,1,28,31.360727251
"0",25300,60084,88898,7,0,0,227.08692441,0,19,36.444430994
"0",25300,137813,214014,5,0,0,187.19250991,0,27,38.656846663
"0",25300,139427,245988,28,0,0,366.11015141,1,18,36.27844415
"0",25300,115226,153900,6,NA,NA,303.01408346,2,36,41.715110686
"0",25300,118744,153552,5,NA,NA,307.87619897,1,35,43.469263374
"0",25300,NA,33975,23,0,0,79.163259538,2,14,27.179225539
"0",25300,22361,50688,24,0,0,125.40746401,0,11,25.181498839
"0",25300,122933,157009,3,0,0,280.57384454,0,24,38.740801417
"0",25300,51261,87025,4,0,0,249.83618476,2,25,31.658786411
"0",25300,56393,86612,6,0,0,258.14736866,1,25,33.193875534
"0",25300,46780,62536,18,0,0,189.13668831,0,22,30.746724366
"0",25300,62540,101165,0,0,0,195.45133124,0,25,35.200864505
"1",25400,136322,NA,2,0,5,303.73793473,1,27,16.644674498
"0",25400,76194,98188,0,NA,NA,245.26785331,5,23,42.138106434
"1",25400,107343,192642,1,0,10,192.6716931,1,14,35.759760239
"0",25400,61907,87133,0,0,1,81.49211941,0,22,34.36469831
"0",25400,149364,210724,10,0,0,266.50672409,1,34,41.617983034
"0",25400,82553,107422,9,1,0,305.75970536,2,29,32.72167844
"0",25400,44800,78000,21,0,0,211.03333333,1,27,NA
"0",25400,158111,209649,10,0,0,254.33618951,1,34,43.136770157
"1",25400,83943,129189,NA,1,1,5.2433410438,NA,41,42.93355731
"0",25400,62906,96327,17,0,0,110.62012706,1,16,33.760748359
"0",25400,138132,243327,27,0,0,349.94092953,0,19,37.820054519
"0",25400,69035,108365,13,0,0,281.22191088,1,33,39.543341495
"0",25400,61771,105880,17,0,1,130.15042286,0,29,37.195249012
"0",25400,NA,45369,NA,NA,NA,87.26384702,NA,12,27.529497704
"0",25500,135728,178942,0,NA,NA,133.9564941,NA,38,32.425629947
"0",25500,NA,31777,23,0,0,82.293507238,3,15,28.078994114
"0",25500,143881,178914,7,0,0,323.0225718,0,35,37.575821975
"1",25500,63967,87239,6,0,0,NA,0,0,33.051073753
"0",25500,79689,117577,9,0,0,114.96849873,0,19,26.484886371
"0",25500,44562,79481,10,0,0,126.27780817,1,19,40.250738027
"1",25500,25828,44166,NA,0,1,187.86251838,NA,17,39.427890157
"0",25500,50847,79738,20,0,0,204.67790067,0,26,35.860087635
"0",25500,79593,113063,9,0,0,135.74061354,0,19,28.040793179
"0",25500,113204,184561,17,1,0,308.95819842,1,31,34.357866
"0",25500,26603,64347,1,0,0,117.43236504,1,6,39.257912029
"0",25500,84267,117833,12,0,1,123.75685647,0,18,27.47115778
"0",25500,235839,267506,5,0,0,240.21701392,3,51,39.048427763
"0",25500,NA,121708,8,1,0,151.96934115,0,27,33.159940628
"0",25500,NA,44707,NA,NA,NA,95.595496082,NA,12,27.503570973
"0",25500,32458,52329,15,0,0,105.7836806,2,24,29.866278228
"0",25500,NA,43031,NA,NA,NA,89.169267306,NA,13,28.865282118
"0",25500,73083,126995,1,0,0,289.20089863,1,24,37.316207652
"0",25600,NA,51974,NA,NA,NA,100.67686562,NA,13,28.116067418
"0",25600,47936,80600,23,NA,1,290.47827682,0,30,37.734940524
"0",25600,241570,264772,4,1,0,260.74198887,2,50,37.379974648
"0",25600,196689,247025,8,0,0,105.42535396,1,25,42.670275302
"0",25600,58606,89508,8,1,0,140.71275774,2,30,41.669963714
"0",25600,78441,128814,2,0,0,310.50009981,1,24,38.738649619
"0",25600,240092,263958,5,1,0,245.67947059,2,51,38.973539329
"0",25600,111000,153000,7,0,0,112.63333333,3,27,NA
"1",25600,46000,80000,NA,0,0,135.9,2,19,NA
"0",25600,76383,103544,0,NA,NA,222.24219828,5,24,42.93996933
"1",25600,105480,126389,25,0,2,307.40290366,2,35,36.763824165
"0",25600,NA,147598,NA,NA,NA,NA,NA,NA,14.461987334
"1",25600,50910,87358,19,2,0,104.40647219,0,27,42.677450653
"0",25600,144616,211230,7,0,0,199.09130807,0,27,39.002928326
"1",25600,65030,92453,5,0,0,NA,0,0,35.028856424
"0",25600,77123,103014,1,NA,NA,231.79420106,3,24,43.671281432
"0",25600,140649,212089,4,0,0,187.87142092,0,29,40.033218625
"0",25600,76102,119391,5,0,0,87.625382168,1,32,40.929954323
"0",25600,139746,210298,6,0,0,185.11257638,1,28,38.368890383
"0",25700,94295,143788,23,0,0,220.72951888,0,13,42.358128042
"0",25700,31333,56733,13,0,0,97.086150555,2,25,30.619786755
"0",25700,32039,54499,15,0,0,114.8074121,2,24,31.142957048
"0",25700,189995,250814,9,0,0,100.80094267,1,25,41.00583277
"0",25700,26059,51800,24,0,0,118.03113124,0,10,23.085478541
"0",25700,50800,85000,23,1,2,184.26666667,1,20,NA
"0",25700,197425,242602,8,0,0,102.96034553,2,26,41.277127172
"0",25700,43881,69954,10,0,0,126.47306563,0,20,40.769061823
"0",25700,83733,116386,8,0,1,397.87068918,0,44,41.869893336
"1",25700,32613,63065,0,0,0,218.48527507,0,22,41.210107042
"0",25700,23047,76575,NA,2,1,104.5662029,2,26,29.296633491
"0",25700,85417,98179,7,NA,NA,NA,NA,NA,30.829477167
"0",25700,103598,144594,19,0,0,217.94482804,0,13,41.135649383
"0",25700,63054,104624,15,0,1,132.10711721,0,29,40.205292882
"0",25800,140785,208421,3,0,0,176.27148929,0,28,39.745002842
"0",25800,NA,63456,25,0,0,148.81628466,0,8,22.06576364
"0",25800,NA,68913,26,0,0,123.64448805,0,9,22.925136063
"0",25800,70804,106892,12,0,0,291.07202753,1,33,40.772283258
"0",25800,82058,116330,11,0,1,128.44716991,0,18,27.98945739
"0",25800,112388,180313,16,0,0,295.54600578,0,31,33.241096011
"0",25800,137140,167096,7,0,1,209.08528296,1,19,36.18947433
"0",25800,NA,51824,NA,NA,NA,89.599815077,NA,12,28.546478459
"0",25900,201877,239546,6,0,0,134.85324273,0,42,40.398114335
"1",25900,42105,73249,2,0,0,109.21115611,3,22,31.809085921
"0",25900,118965,154728,8,0,0,101.19760679,3,26,32.598401872
"0",25900,NA,33888,24,0,0,73.858496717,2,14,28.243062567
"1",25900,NA,NA,20,0,2,190.99656481,0,22,31.16238948
"0",25900,108319,135884,8,1,0,188.37580185,5,18,40.504855047
"1",25900,58000,95000,3,0,1,34.666666667,6,28,NA
"0",25900,145700,211151,6,0,0,182.17137213,1,27,38.48048457
"0",25900,80663,122372,10,0,1,133.66949395,0,18,26.573930791
"0",25900,152071,185893,0,0,0,185.54351198,0,16,40.642278896
"0",25900,59575,85837,22,0,1,189.75535052,0,19,24.874615108
"0",25900,56784,91401,2,0,1,90.16369704,0,23,34.098931734
"0",25900,58693,86469,1,0,1,94.12956341,0,23,32.127562739
"1",25900,21852,57518,2,0,0,80.168479422,2,11,31.983686037
"0",25900,61064,94714,2,0,0,98.809374842,0,23,34.565944252
"1",26000,43314,71303,8,0,7,246.31867494,3,23,43.215233511
"0",26000,150773,179077,1,0,0,186.91446699,0,35,38.707779709
"0",26000,238005,260479,5,1,0,242.29015949,2,51,35.457658789
"0",26000,100548,207647,22,0,0,218.59599134,0,18,26.55949496
"0",26000,107291,137426,9,2,0,191.57344003,4,18,40.767401412
"0",26000,45963,74279,20,NA,0,295.6669448,1,29,37.917272876
"0",26000,222681,286283,6,NA,4,485.94535834,NA,55,33.239355484
"0",26000,139904,172310,6,1,0,204.11441471,0,19,34.83482969
"0",26000,75034,100852,10,0,0,152.3539807,0,20,36.356309397
"1",26000,79714,NA,1,0,4,125.76666667,0,23,NA
"1",26000,154000,190000,0,0,4,171.43333333,3,58,NA
"0",26000,58794,91413,5,0,0,230.68023074,0,19,37.996923331
"0",26000,119553,158687,5,0,0,290.75850449,0,24,36.977518905
"0",26000,81764,118388,9,0,0,130.19241813,0,18,28.154134662
"0",26000,20119,54563,24,0,0,126.98795944,0,11,25.623638507
"0",26000,47067,63292,17,0,0,174.62101544,2,21,33.673146444
"0",26100,NA,36277,9,0,NA,79.331459835,NA,13,20.517146277
"0",26100,75164,108483,7,0,0,300.83595806,2,28,30.071402046
"0",26100,113266,182082,18,0,0,304.85246909,1,31,33.193949357
"0",26100,150464,203202,10,0,0,248.48194525,1,33,43.112190673
"0",26100,NA,35271,9,0,NA,96.528316157,NA,14,23.318650008
"0",26100,80176,113247,9,0,1,294.75203341,1,29,33.19212531
"0",26100,NA,151429,NA,NA,NA,NA,NA,NA,15.567001073
"0",26100,NA,120470,7,0,0,161.2876716,0,27,34.130003661
"0",26100,103949,208432,23,0,0,202.59264703,0,18,23.290234477
"0",26100,50605,77841,21,NA,0,286.44820425,1,31,41.173805047
"1",26100,73525,NA,3,1,NA,106.65229841,0,6,22.508172514
"0",26100,20566,50534,24,0,0,140.5532102,1,10,24.098266761
"0",26200,105096,136580,9,2,0,181.35859173,4,17,39.187361612
"0",26200,75096,120859,4,0,0,107.17711768,2,31,38.552978748
"0",26200,77952,113285,5,0,0,90.016091544,1,31,39.39066028
"0",26200,141109,245422,28,0,0,343.78712232,1,18,38.113555937
"0",26200,72648,123582,0,1,0,331.35288565,0,23,37.545837379
"0",26200,49323,77160,23,NA,1,286.18165514,0,29,39.676304649
"0",26200,149599,181869,1,0,0,204.02898979,0,35,39.800879561
"0",26200,100931,132627,11,0,1,169.03209387,0,28,41.089569186
"1",26200,51599,87148,NA,0,0,129.93392053,2,19,NA
"0",26200,189252,241754,9,0,0,97.314887744,2,25,40.312697726
"0",26300,87291,122531,10,0,1,128.48325812,0,18,27.837509605
"0",26300,NA,37310,26,0,0,92.855129432,2,15,27.217028651
"0",26300,94337,123054,0,1,0,204.91733941,2,38,35.725852186
"0",26300,147600,184207,5,0,0,310.34814574,0,35,38.235086271
"0",26300,118304,177819,17,0,0,299.21725229,1,30,34.368269329
"0",26300,25685,51023,35,0,0,261.47087199,0,23,40.08504815
"0",26300,52394,93307,24,0,1,184.65609577,0,19,23.54869835
"0",26300,58369,88124,7,0,0,234.22154725,1,20,37.158294824
"0",26300,52296,91041,24,1,2,193.85371322,0,19,24.893781127
"0",26300,NA,51055,NA,NA,NA,70.253394593,NA,14,28.207435743
"0",26300,114956,147793,3,NA,NA,296.56015445,2,35,43.807293163
"0",26300,NA,45913,NA,NA,NA,92.577224078,NA,13,27.924000892
"0",26300,NA,43472,NA,NA,NA,90.080326966,NA,12,28.688500322
"0",26300,25530,79885,NA,1,1,105.6387889,2,26,29.928636834
"0",26300,78851,109090,8,0,0,405.43042921,0,44,42.341626392
"0",26300,189302,249773,7,0,0,106.60930741,1,26,42.769386705
"0",26300,94916,127526,0,0,0,195.84762449,2,37,36.018495649
"0",26400,43781,66030,17,0,0,184.3849541,2,21,31.489905776
"0",26400,79163,123792,0,0,0,310.61455492,0,24,38.109978597
"0",26400,73679,98614,10,0,0,151.62870365,0,20,38.159622791
"0",26400,130672,212536,10,0,0,221.50683161,3,26,20.269918789
"0",26400,128413,207302,9,0,0,228.01513165,3,26,17.872195182
"0",26400,122105,165000,1,0,0,234.4,2,24,NA
"0",26400,153853,188760,2,0,0,172.57083327,0,17,43.35819405
"0",26400,240907,260638,7,1,0,255.41551402,3,51,37.652919106
"0",26400,134642,182719,0,NA,NA,122.45686327,NA,39,32.698800459
"0",26400,44333,68945,18,0,0,173.49539211,2,21,32.349412052
"0",26400,220432,283978,6,NA,5,480.35601368,NA,56,33.714239099
"0",26400,196412,250164,9,0,0,97.278349271,1,26,42.334245998
"0",26400,59288,87753,8,1,1,145.88249239,3,29,38.972486705
"0",26500,29751,57501,1,0,0,114.35918901,2,7,37.075471865
"0",26500,23742,77878,NA,2,1,99.37716841,2,26,28.876723751
"0",26500,145393,187324,3,0,0,194.22774484,1,16,40.854864993
"0",26500,NA,63918,25,0,0,135.44094715,0,8,20.161387851
"0",26500,63345,100332,16,0,0,139.51054588,0,30,38.427444569
"0",26500,240782,267675,6,0,0,229.30702576,1,50,37.740918996
"0",26500,NA,38964,11,1,NA,102.75290244,NA,14,20.353582085
"0",26500,112059,179599,15,0,0,313.2053014,0,30,36.359104168
"0",26500,77198,131090,0,0,0,312.90880367,0,24,37.830163787
"0",26500,NA,64211,26,0,0,127.4120114,0,10,22.289490827
"0",26500,84769,127773,2,0,0,190.86047721,2,25,42.031639133
"1",26500,61223,92255,2,0,1,214.03253889,0,17,1.8555399803
"0",26500,34678,68000,14,1,0,88.3,6,16,NA
"1",26500,14000,45000,0,0,0,195.23333333,1,7,NA
"1",26500,82859,NA,0.4,2,0,177.5,0,22,NA
"0",26500,76599,119041,4,0,0,97.265658469,1,31,40.12650973
"0",26500,134952,165451,8,1,0,225.32367218,1,19,35.734856373
"0",26500,NA,61089,27,0,0,144.19203429,0,9,22.813867857
"0",26500,47820,76159,24,NA,0,282.44500782,0,30,41.288882375
"0",26500,NA,122693,9,0,0,153.94242808,0,27,32.200811209
"1",26600,62895,103000,1,0,5,187.46666667,2,34,NA
"0",26600,148986,175750,1,0,0,197.39171326,0,35,40.514989578
"0",26600,61151,97072,16,0,1,133.44811044,0,29,39.229711537
"0",26600,94954,131913,0,1,0,187.14082357,2,37,35.270113219
"0",26600,78491,121598,4,1,0,84.583010054,1,33,41.342343086
"0",26600,140561,208775,5,0,0,197.52410245,1,27,36.878389116
"1",26600,84843,115850,2,0,0,137.53887762,2,37,42.571889924
"0",26600,49610,78355,23,NA,0,278.60356404,0,30,39.529903612
"0",26600,128238,165316,1,0,0,236.06597186,2,23,36.939319169
"0",26600,122501,153280,2,0,0,289.58172299,0,25,38.129711796
"0",26700,146193,185200,11,0,0,156.2294564,0,36,39.210272093
"0",26700,40785,75601,14,1,0,98.240520895,5,15,34.154228193
"0",26700,144243,176096,1,0,0,194.67979612,0,34,40.479243579
"0",26700,73468,108774,11,0,0,290.08059139,1,32,39.042204499
"0",26700,NA,120179,8,0,0,162.12582,0,27,35.095519931
"0",26700,81968,114647,10,0,1,126.70731968,0,19,27.056726972
"0",26700,23361,55483,36,0,0,280.80760568,1,23,39.891654292
"0",26700,186185,233480,0,0,0,290.57883702,1,32,41.741201045
"0",26700,129559,170042,1,0,0,232.64617336,1,24,34.117532893
"0",26700,18590,53462,25,0,0,111.99557084,1,11,22.959806769
"0",26800,149729,183027,7,0,0,331.25655711,0,34,37.000883221
"0",26800,133594,173255,8,0,0,215.968328,1,19,36.946997493
"0",26800,145772,193135,12,0,0,147.93879535,0,36,40.904321038
"0",26800,96895,144482,23,0,0,201.96787517,0,13,40.162160653
"0",26800,148471,183284,4,0,0,323.26238295,0,35,37.272271308
"0",26800,139309,166621,5,0,0,217.21148262,0,20,35.18585706
"1",26800,89146,128923,7,2,1,114.46195526,7,16,2.8302971697
"0",26800,124199,166404,1,0,0,243.94209954,2,23,34.509656884
"0",26800,46236,62711,17,0,0,175.07505804,1,22,33.059933638
"0",26800,35485,74949,14,0,0,84.766624812,5,15,36.191458547
"0",26800,145745,211400,6,0,0,184.71163469,1,27,39.848391232
"0",26800,213165,282068,5,NA,4,476.72828095,NA,55,31.181661193
